;Fecha;Contagios acum;Activos;Muertes;Recuperados;Contagios por dia;Ciudad
0;16/03/2020;2;2;0;0;2;Barranquilla
1;19/03/2020;5;5;0;0;3;Barranquilla
2;21/03/2020;7;7;0;0;2;Barranquilla
3;24/03/2020;9;7;0;2;2;Barranquilla
4;25/03/2020;12;9;0;3;3;Barranquilla
5;27/03/2020;13;9;0;4;1;Barranquilla
6;28/03/2020;16;11;0;5;3;Barranquilla
7;29/03/2020;20;14;0;6;4;Barranquilla
8;30/03/2020;21;11;0;10;1;Barranquilla
9;31/03/2020;29;18;0;11;8;Barranquilla
10;1/04/2020;31;20;0;11;2;Barranquilla
11;3/04/2020;40;26;1;13;9;Barranquilla
12;5/04/2020;42;28;1;13;2;Barranquilla
13;6/04/2020;43;28;1;14;1;Barranquilla
14;7/04/2020;46;31;1;14;3;Barranquilla
15;8/04/2020;49;30;1;18;3;Barranquilla
16;9/04/2020;55;35;2;18;6;Barranquilla
17;10/04/2020;60;40;2;18;5;Barranquilla
18;11/04/2020;64;44;2;18;4;Barranquilla
19;12/04/2020;66;45;2;19;2;Barranquilla
20;13/04/2020;67;46;2;19;1;Barranquilla
21;14/04/2020;69;48;2;19;2;Barranquilla
22;16/04/2020;70;47;2;21;1;Barranquilla
23;17/04/2020;72;48;2;22;2;Barranquilla
24;18/04/2020;75;51;2;22;3;Barranquilla
25;19/04/2020;77;49;2;26;2;Barranquilla
26;20/04/2020;78;48;3;27;1;Barranquilla
27;21/04/2020;82;52;3;27;4;Barranquilla
28;22/04/2020;85;52;4;29;3;Barranquilla
29;23/04/2020;87;54;4;29;2;Barranquilla
30;24/04/2020;92;55;4;33;5;Barranquilla
31;25/04/2020;99;59;7;33;7;Barranquilla
32;26/04/2020;111;68;7;36;12;Barranquilla
33;27/04/2020;129;85;7;37;18;Barranquilla
34;28/04/2020;138;93;7;38;9;Barranquilla
35;29/04/2020;140;95;7;38;2;Barranquilla
36;30/04/2020;159;111;10;38;19;Barranquilla
37;1/05/2020;164;113;13;38;5;Barranquilla
38;2/05/2020;196;141;15;40;32;Barranquilla
39;3/05/2020;242;184;17;41;46;Barranquilla
40;4/05/2020;253;192;18;43;11;Barranquilla
41;5/05/2020;298;228;21;49;45;Barranquilla
42;6/05/2020;305;221;22;62;7;Barranquilla
43;7/05/2020;322;234;23;65;17;Barranquilla
44;8/05/2020;380;285;26;69;58;Barranquilla
45;9/05/2020;391;294;26;71;11;Barranquilla
46;10/05/2020;426;324;28;74;35;Barranquilla
47;11/05/2020;450;341;30;79;24;Barranquilla
48;12/05/2020;487;375;32;80;37;Barranquilla
49;13/05/2020;591;474;32;85;104;Barranquilla
50;14/05/2020;653;527;34;92;62;Barranquilla
51;15/05/2020;714;571;35;108;61;Barranquilla
52;16/05/2020;745;599;36;110;31;Barranquilla
53;17/05/2020;828;678;37;113;83;Barranquilla
54;18/05/2020;850;687;38;125;22;Barranquilla
55;19/05/2020;886;711;43;132;36;Barranquilla
56;20/05/2020;952;762;45;145;66;Barranquilla
57;21/05/2020;1035;817;47;171;83;Barranquilla
58;22/05/2020;1093;856;53;184;58;Barranquilla
59;23/05/2020;1236;982;57;197;143;Barranquilla
60;24/05/2020;1340;1064;62;214;104;Barranquilla
61;25/05/2020;1374;1077;65;232;34;Barranquilla
62;26/05/2020;1465;1130;77;258;91;Barranquilla
63;27/05/2020;1509;1144;82;283;44;Barranquilla
64;28/05/2020;1590;1181;91;318;81;Barranquilla
65;29/05/2020;1671;1238;97;336;81;Barranquilla
66;30/05/2020;1861;1398;110;353;190;Barranquilla
67;31/05/2020;1984;1433;118;433;123;Barranquilla
68;1/06/2020;2079;1450;133;496;95;Barranquilla
69;2/06/2020;2261;1539;150;572;182;Barranquilla
70;3/06/2020;2399;1579;179;641;138;Barranquilla
71;4/06/2020;2719;1823;195;701;320;Barranquilla
72;5/06/2020;2921;1904;215;802;202;Barranquilla
73;6/06/2020;3105;2019;234;852;184;Barranquilla
74;7/06/2020;3282;2058;258;966;177;Barranquilla
75;8/06/2020;3418;2049;278;1091;136;Barranquilla
76;9/06/2020;3664;2225;307;1132;246;Barranquilla
77;10/06/2020;3883;2358;330;1195;219;Barranquilla
78;11/06/2020;4087;2482;359;1246;204;Barranquilla
79;12/06/2020;4478;2760;387;1331;391;Barranquilla
80;13/06/2020;4764;2969;413;1382;286;Barranquilla
81;14/06/2020;5092;3224;446;1422;328;Barranquilla
82;15/06/2020;5888;3956;475;1457;796;Barranquilla
83;16/06/2020;6161;4152;516;1493;273;Barranquilla
84;17/06/2020;6601;4501;549;1551;440;Barranquilla
85;18/06/2020;7161;4900;590;1671;560;Barranquilla
86;19/06/2020;7565;5145;623;1797;404;Barranquilla
87;20/06/2020;8083;5495;656;1932;518;Barranquilla
88;21/06/2020;8501;5693;688;2120;418;Barranquilla
89;22/06/2020;8833;5847;726;2260;332;Barranquilla
90;23/06/2020;9175;5932;767;2476;342;Barranquilla
91;24/06/2020;9699;6232;801;2666;524;Barranquilla
92;25/06/2020;9961;6173;838;2950;262;Barranquilla
93;26/06/2020;10850;6675;872;3303;889;Barranquilla
94;27/06/2020;11412;6968;900;3544;562;Barranquilla
95;28/06/2020;11930;7253;927;3750;518;Barranquilla
96;29/06/2020;12283;7284;956;4043;353;Barranquilla
97;30/06/2020;12676;7319;981;4376;393;Barranquilla
98;1/07/2020;13050;7383;1009;4658;374;Barranquilla
99;2/07/2020;13665;7748;1053;4864;615;Barranquilla
100;3/07/2020;14017;7864;1087;5066;352;Barranquilla
101;4/07/2020;14381;8017;1112;5252;364;Barranquilla
102;5/07/2020;14910;8343;1139;5428;529;Barranquilla
103;6/07/2020;15282;8311;1175;5796;372;Barranquilla
104;7/07/2020;15801;8409;1201;6191;519;Barranquilla
105;8/07/2020;16181;8406;1225;6550;380;Barranquilla
106;9/07/2020;16859;8555;1252;7052;678;Barranquilla
107;10/07/2020;17618;8706;1277;7635;759;Barranquilla
108;11/07/2020;18005;8660;1297;8048;387;Barranquilla
109;12/07/2020;18654;8902;1313;8439;649;Barranquilla
110;13/07/2020;19060;8805;1336;8919;406;Barranquilla
111;14/07/2020;19647;8844;1358;9445;587;Barranquilla
112;15/07/2020;20064;8582;1379;10103;417;Barranquilla
113;16/07/2020;21034;8933;1396;10705;970;Barranquilla
114;17/07/2020;23071;10160;1413;11498;2037;Barranquilla
115;18/07/2020;24568;10554;1439;12575;1497;Barranquilla
116;19/07/2020;24925;9683;1456;13786;357;Barranquilla
117;20/07/2020;25441;9588;1466;14387;516;Barranquilla
118;21/07/2020;25903;9710;1478;14715;462;Barranquilla
119;22/07/2020;26134;9510;1491;15133;231;Barranquilla
120;23/07/2020;26432;8882;1507;16043;298;Barranquilla
121;24/07/2020;26635;8762;1515;16358;203;Barranquilla
122;25/07/2020;26934;7827;1527;17580;299;Barranquilla
123;26/07/2020;27365;7697;1536;18132;431;Barranquilla
124;27/07/2020;27739;7004;1548;19187;374;Barranquilla
125;28/07/2020;28484;7153;1558;19773;745;Barranquilla
126;29/07/2020;28781;6791;1568;20422;297;Barranquilla
127;30/07/2020;29264;6342;1580;21342;483;Barranquilla
128;31/07/2020;29491;6119;1585;21787;227;Barranquilla
129;1/08/2020;29913;5975;1594;22344;422;Barranquilla
130;2/08/2020;30304;5914;1599;22791;391;Barranquilla
131;3/08/2020;30728;5815;1602;23311;424;Barranquilla
132;4/08/2020;31224;5689;1610;23925;496;Barranquilla
133;5/08/2020;31478;5675;1615;24188;254;Barranquilla
134;6/08/2020;31654;5421;1621;24612;176;Barranquilla
135;7/08/2020;32041;5391;1628;25022;387;Barranquilla
136;8/08/2020;32393;5343;1635;25415;352;Barranquilla
137;9/08/2020;32750;5220;1640;25890;357;Barranquilla
138;10/08/2020;33072;5099;1642;26331;322;Barranquilla
139;11/08/2020;33348;5044;1648;26656;276;Barranquilla
140;12/08/2020;33474;4933;1651;26890;126;Barranquilla
141;13/08/2020;33676;4800;1655;27221;202;Barranquilla
142;14/08/2020;33828;4219;1660;27949;152;Barranquilla
143;15/08/2020;34039;3991;1661;28387;211;Barranquilla
144;16/08/2020;34208;3832;1664;28712;169;Barranquilla
145;17/08/2020;34303;3511;1668;29124;95;Barranquilla
146;18/08/2020;34512;3472;1669;29371;209;Barranquilla
147;19/08/2020;34859;3560;1671;29628;347;Barranquilla
148;20/08/2020;35022;3106;1678;30238;163;Barranquilla
149;21/08/2020;35122;2937;1680;30505;100;Barranquilla
150;22/08/2020;35162;2790;1680;30692;40;Barranquilla
151;23/08/2020;35326;2741;1682;30903;164;Barranquilla
152;24/08/2020;35479;2633;1686;31160;153;Barranquilla
153;25/08/2020;35605;2469;1688;31448;126;Barranquilla
154;26/08/2020;35691;2352;1689;31650;86;Barranquilla
155;27/08/2020;35817;2229;1692;31896;126;Barranquilla
156;28/08/2020;35888;1916;1697;32275;71;Barranquilla
157;29/08/2020;35952;1813;1701;32438;64;Barranquilla
158;30/08/2020;36036;1621;1705;32710;84;Barranquilla
159;31/08/2020;36098;1581;1706;32811;62;Barranquilla
160;1/09/2020;36186;1528;1713;32945;88;Barranquilla
161;2/09/2020;36243;1449;1717;33077;57;Barranquilla
162;3/09/2020;36443;1460;1717;33266;200;Barranquilla
163;4/09/2020;36520;1404;1717;33399;77;Barranquilla
164;6/03/2020;1;1;0;0;1;Bogotá D.C.
165;11/03/2020;3;3;0;0;2;Bogotá D.C.
166;12/03/2020;5;5;0;0;2;Bogotá D.C.
167;13/03/2020;6;5;0;1;1;Bogotá D.C.
168;14/03/2020;16;14;0;2;10;Bogotá D.C.
169;15/03/2020;26;24;0;2;10;Bogotá D.C.
170;16/03/2020;32;30;0;2;6;Bogotá D.C.
171;17/03/2020;39;37;0;2;7;Bogotá D.C.
172;18/03/2020;44;42;0;2;5;Bogotá D.C.
173;19/03/2020;52;50;0;2;8;Bogotá D.C.
174;20/03/2020;79;76;0;3;27;Bogotá D.C.
175;21/03/2020;84;79;0;5;5;Bogotá D.C.
176;22/03/2020;88;81;0;7;4;Bogotá D.C.
177;23/03/2020;117;106;0;11;29;Bogotá D.C.
178;24/03/2020;158;144;0;14;41;Bogotá D.C.
179;25/03/2020;172;157;1;14;14;Bogotá D.C.
180;26/03/2020;179;155;3;21;7;Bogotá D.C.
181;27/03/2020;217;183;3;31;38;Bogotá D.C.
182;28/03/2020;255;210;6;39;38;Bogotá D.C.
183;29/03/2020;288;233;7;48;33;Bogotá D.C.
184;30/03/2020;343;277;8;58;55;Bogotá D.C.
